"kenteken","voertuigsoort","merk","handelsbenaming","vervaldatum_apk","datum_tenaamstelling","bruto_bpm","inrichting","aantal_zitplaatsen","eerste_kleur","tweede_kleur","aantal_cilinders","cilinderinhoud","massa_ledig_voertuig","toegestane_maximum_massa_voertuig","massa_rijklaar","maximum_massa_trekken_ongeremd","maximum_trekken_massa_geremd","datum_eerste_toelating","datum_eerste_tenaamstelling_in_nederland","wacht_op_keuren","catalogusprijs","wam_verzekerd","maximale_constructiesnelheid","laadvermogen","oplegger_geremd","aanhangwagen_autonoom_geremd","aanhangwagen_middenas_geremd","aantal_staanplaatsen","aantal_deuren","aantal_wielen","afstand_hart_koppeling_tot_achterzijde_voertuig","afstand_voorzijde_voertuig_tot_hart_koppeling","afwijkende_maximum_snelheid","lengte","breedte","europese_voertuigcategorie","europese_voertuigcategorie_toevoeging","europese_uitvoeringcategorie_toevoeging","plaats_chassisnummer","technische_max_massa_voertuig","type","type_gasinstallatie","typegoedkeuringsnummer","variant","uitvoering","volgnummer_wijziging_eu_typegoedkeuring","vermogen_massarijklaar","wielbasis","export_indicator","openstaande_terugroepactie_indicator","vervaldatum_tachograaf","taxi_indicator","maximum_massa_samenstelling","aantal_rolstoelplaatsen","maximum_ondersteunende_snelheid","jaar_laatste_registratie_tellerstand","tellerstandoordeel","code_toelichting_tellerstandoordeel","tenaamstellen_mogelijk","vervaldatum_apk_dt","datum_tenaamstelling_dt","datum_eerste_toelating_dt","datum_eerste_tenaamstelling_in_nederland_dt","vervaldatum_tachograaf_dt","maximum_last_onder_de_vooras_sen_tezamen_koppeling","type_remsysteem_voertuig_code","rupsonderstelconfiguratiecode","wielbasis_voertuig_minimum","wielbasis_voertuig_maximum","lengte_voertuig_minimum","lengte_voertuig_maximum","breedte_voertuig_minimum","breedte_voertuig_maximum","hoogte_voertuig","hoogte_voertuig_minimum","hoogte_voertuig_maximum","massa_bedrijfsklaar_minimaal","massa_bedrijfsklaar_maximaal","technisch_toelaatbaar_massa_koppelpunt","maximum_massa_technisch_maximaal","maximum_massa_technisch_minimaal","subcategorie_nederland","verticale_belasting_koppelpunt_getrokken_voertuig","zuinigheidsclassificatie","registratie_datum_goedkeuring_afschrijvingsmoment_bpm","registratie_datum_goedkeuring_afschrijvingsmoment_bpm_dt","api_gekentekende_voertuigen_assen","api_gekentekende_voertuigen_brandstof","api_gekentekende_voertuigen_carrosserie","api_gekentekende_voertuigen_carrosserie_specifiek","api_gekentekende_voertuigen_voertuigklasse"
"G222DJ","Personenauto","FORD","KUGA","20230830","20190919","12219","MPV","5","GRIJS","Niet geregistreerd","4","1498","1530","2100","1630","750","2000","20190830","20190830","Geen verstrekking in Open Data","36336","Ja","195",,,,,,"4","4","0","0",,"0","0","M1",,,,"2100","DM2",,"e13*2001/116*0109*49","M8MD1AX","5TNBZ6AEQ1C","0","0.07","269","Nee","Nee",,"Nee","4100","0","0.00","2022","Logisch","00","Ja","2023-08-30T00:00:00.000","2019-09-19T00:00:00.000","2019-08-30T00:00:00.000","2019-08-30T00:00:00.000",,,,,,,,,,,,,,,,,,,,,,,,"https://opendata.rdw.nl/resource/3huj-srit.json","https://opendata.rdw.nl/resource/8ys7-d773.json","https://opendata.rdw.nl/resource/vezc-m2t6.json","https://opendata.rdw.nl/resource/jhie-znh9.json","https://opendata.rdw.nl/resource/kmfi-hrps.json"
"G222DK","Personenauto","TOYOTA","TOYOTA YARIS HYBRID","20231122","20191123","503","MPV","5","ZWART","Niet geregistreerd","4","1497","1060","1565","1160",,,"20160512","20191123","Geen verstrekking in Open Data","21499","Ja","165",,,,,,"4","4","0","0",,"395","170","M1",,,,"1565","XP13M(A)",,"e11*2007/46*0152*08","NHP13(MH)","NHP130L-CHXNBW(1J)","0","0.01","251","Nee","Nee",,"Nee","1565","0",,"2022","Geen oordeel","05","Ja","2023-11-22T00:00:00.000","2019-11-23T00:00:00.000","2016-05-12T00:00:00.000","2019-11-23T00:00:00.000",,,,,,,,,,,,,,,,,,,,,"A",,,"https://opendata.rdw.nl/resource/3huj-srit.json","https://opendata.rdw.nl/resource/8ys7-d773.json","https://opendata.rdw.nl/resource/vezc-m2t6.json","https://opendata.rdw.nl/resource/jhie-znh9.json","https://opendata.rdw.nl/resource/kmfi-hrps.json"
"G222DL","Personenauto","PEUGEOT","5008","20230318","20220713","5211","MPV","7","GRIJS","Niet geregistreerd","4","1598","1405","2180","1505","750","1400","20190318","20190829","Geen verstrekking in Open Data","42343","Ja","218",,,,,,"5","4","0","0",,"464","184","M1",,,,"2180","M",,"e2*2007/46*0534*08","4","5GFR-S1B000","0","0.09","284","Nee","Ja",,"Nee","3580","0","0.00","2022","Geen oordeel","05","Ja","2023-03-18T00:00:00.000","2022-07-13T00:00:00.000","2019-03-18T00:00:00.000","2019-08-29T00:00:00.000",,,,,,,,,,,,,,,,,,,,,,,,"https://opendata.rdw.nl/resource/3huj-srit.json","https://opendata.rdw.nl/resource/8ys7-d773.json","https://opendata.rdw.nl/resource/vezc-m2t6.json","https://opendata.rdw.nl/resource/jhie-znh9.json","https://opendata.rdw.nl/resource/kmfi-hrps.json"
"G222DN","Personenauto","SEAT","ATECA","20230905","20190905","5741","stationwagen","5","BLAUW","Niet geregistreerd","4","1498","1270","1920","1370","680","1600","20190905","20190905","Geen verstrekking in Open Data","40895","Ja","198",,,,,,"5","4","0","0",,"0","0","M1",,,,"1920","5FP",,"e9*2007/46*6394*19","XDPCAX0","FD7SFD7CW0024BFVL1C18B","0","0.08","262","Nee","Nee",,"Nee","3520","0","0.00","2022","Logisch","00","Ja","2023-09-05T00:00:00.000","2019-09-05T00:00:00.000","2019-09-05T00:00:00.000","2019-09-05T00:00:00.000",,,,,,,,,,,,,,,,,,,,,,,,"https://opendata.rdw.nl/resource/3huj-srit.json","https://opendata.rdw.nl/resource/8ys7-d773.json","https://opendata.rdw.nl/resource/vezc-m2t6.json","https://opendata.rdw.nl/resource/jhie-znh9.json","https://opendata.rdw.nl/resource/kmfi-hrps.json"
"G222DP","Personenauto","SUZUKI","ALTO","20230910","20220719","1155","hatchback","4","WIT","Niet geregistreerd","3","996","830","1250","930","100","200","20140304","20190910","Geen verstrekking in Open Data","9454","Ja","155",,,,,,"4","4","0","0",,"0","0","M1",,,"by schutbord","1250","GF",,"e6*2001/116*0123*04","C31S","MT","0","0.05","236","Nee","Nee",,"Nee","1450","0","0.00","2022","Geen oordeel","05","Ja","2023-09-10T00:00:00.000","2022-07-19T00:00:00.000","2014-03-04T00:00:00.000","2019-09-10T00:00:00.000",,,,,,,,,,,"147",,,,,,,,,,"B",,,"https://opendata.rdw.nl/resource/3huj-srit.json","https://opendata.rdw.nl/resource/8ys7-d773.json","https://opendata.rdw.nl/resource/vezc-m2t6.json","https://opendata.rdw.nl/resource/jhie-znh9.json","https://opendata.rdw.nl/resource/kmfi-hrps.json"
"G222DR","Personenauto","TOYOTA","TOYOTA C-HR","20230905","20190906","1402","hatchback","5","BRUIN","Niet geregistreerd","4","1798","1395","1860","1495","725","725","20190905","20190905","Geen verstrekking in Open Data","35255","Ja","170",,,,,,"4","4","0","0",,"436","0","M1",,,,"1860","AX1T(EU,M)",,"e6*2007/46*0338*00","ZYX10(H)","ZYX10L-AHXEBW(1C)","0","0.05","264","Nee","Nee",,"Nee","2585","0","0.00","2022","Logisch","00","Ja","2023-09-05T00:00:00.000","2019-09-06T00:00:00.000","2019-09-05T00:00:00.000","2019-09-05T00:00:00.000",,,,,,,,,,,,,,,,,,,,,,,,"https://opendata.rdw.nl/resource/3huj-srit.json","https://opendata.rdw.nl/resource/8ys7-d773.json","https://opendata.rdw.nl/resource/vezc-m2t6.json","https://opendata.rdw.nl/resource/jhie-znh9.json","https://opendata.rdw.nl/resource/kmfi-hrps.json"
"G222DS","Personenauto","KIA","CEED","20230913","20210804","6265","stationwagen","5","ROOD","Niet geregistreerd","3","998","1252","1840","1352","600","1200","20190913","20190913","Geen verstrekking in Open Data","29000","Ja","190",,,,,,"5","4","0","0",,"461","0","M1",,,,"1840","CD",,"e4*2007/46*1299*03","FAP11","M61D11","0","0.07","265","Nee","Nee",,"Nee","3040","0","0.00","2021","Logisch","00","Ja","2023-09-13T00:00:00.000","2021-08-04T00:00:00.000","2019-09-13T00:00:00.000","2019-09-13T00:00:00.000",,,,,,,,,,,,,,,,,,,,,,,,"https://opendata.rdw.nl/resource/3huj-srit.json","https://opendata.rdw.nl/resource/8ys7-d773.json","https://opendata.rdw.nl/resource/vezc-m2t6.json","https://opendata.rdw.nl/resource/jhie-znh9.json","https://opendata.rdw.nl/resource/kmfi-hrps.json"
"G222DT","Personenauto","TESLA","MODEL S","20221220","20190904",,"hatchback","5","ROOD","Niet geregistreerd",,,"2083","2600","2183",,,"20181220","20190904","Geen verstrekking in Open Data","101600","Ja","225",,,,,,"5","4","0","0",,"498","196","M1",,,,"2600","002",,"e4*2007/46*0667*20","75D","B19B5N","1","0.04","296","Nee","Nee",,"Nee","0","0","0.00","2022","Geen oordeel","05","Ja","2022-12-20T00:00:00.000","2019-09-04T00:00:00.000","2018-12-20T00:00:00.000","2019-09-04T00:00:00.000",,,,,,,,,,,"145",,,,,,,,,,,,,"https://opendata.rdw.nl/resource/3huj-srit.json","https://opendata.rdw.nl/resource/8ys7-d773.json","https://opendata.rdw.nl/resource/vezc-m2t6.json","https://opendata.rdw.nl/resource/jhie-znh9.json","https://opendata.rdw.nl/resource/kmfi-hrps.json"
"G222DV","Personenauto","MERCEDES-BENZ","V-KLASSE","20230917","20190917","21831","MPV","8","ZWART","Niet geregistreerd","4","1950","2087","3200","2187","750","2000","20190917","20190917","Geen verstrekking in Open Data","108124","Ja","220",,,,,,"5","4","0","0",,"0","0","M1",,,"r. voorwielscherm motorruimte","3200","639/2",,"e1*2007/46*0457*21","KLU8L320NXX","3GJV4X28BEXX","0","0.08","343","Nee","Ja",,"Ja","5200","0","0.00","2022","Logisch","00","Ja","2023-09-17T00:00:00.000","2019-09-17T00:00:00.000","2019-09-17T00:00:00.000","2019-09-17T00:00:00.000",,,,,,,,,,,,,,,,,,,,,,,,"https://opendata.rdw.nl/resource/3huj-srit.json","https://opendata.rdw.nl/resource/8ys7-d773.json","https://opendata.rdw.nl/resource/vezc-m2t6.json","https://opendata.rdw.nl/resource/jhie-znh9.json","https://opendata.rdw.nl/resource/kmfi-hrps.json"
"G222DX","Personenauto","FORD","FOCUS","20230906","20190906","3740","sedan","5","GRIJS","Niet geregistreerd","4","1596","1112","1620","1212","605","1000","20000314","20190903","Geen verstrekking in Open Data",,"Ja","173",,,,,,"4","4",,,,,,"M1",,,"r. bodemplaat by voorzitting","1620","DFW",,,,,,"0.06","261","Nee","Nee",,"Nee",,,,"2022","Geen oordeel","05","Ja","2023-09-06T00:00:00.000","2019-09-06T00:00:00.000","2000-03-14T00:00:00.000","2019-09-03T00:00:00.000",,,,,,,,,,,,,,,,,,,,,,,,"https://opendata.rdw.nl/resource/3huj-srit.json","https://opendata.rdw.nl/resource/8ys7-d773.json","https://opendata.rdw.nl/resource/vezc-m2t6.json","https://opendata.rdw.nl/resource/jhie-znh9.json","https://opendata.rdw.nl/resource/kmfi-hrps.json"
"G222DZ","Personenauto","TESLA","MODEL 3","20230912","20190912",,"sedan","5","WIT","Niet geregistreerd",,,"1584","2060","1684","750","1000","20190912","20190912","Geen verstrekking in Open Data","48880","Ja","225",,,,,,"4","4","0","0",,"469","0","M1",,,,"2060","003",,"e4*2007/46*1293*04","E1R","BB1T1","0","0.06","288","Nee","Ja",,"Nee","3060","0","0.00","2022","Logisch","00","Ja","2023-09-12T00:00:00.000","2019-09-12T00:00:00.000","2019-09-12T00:00:00.000","2019-09-12T00:00:00.000",,,,,,,,,,,,,,,,,,,,,,,,"https://opendata.rdw.nl/resource/3huj-srit.json","https://opendata.rdw.nl/resource/8ys7-d773.json","https://opendata.rdw.nl/resource/vezc-m2t6.json","https://opendata.rdw.nl/resource/jhie-znh9.json","https://opendata.rdw.nl/resource/kmfi-hrps.json"
