"kenteken","voertuigsoort","merk","handelsbenaming","vervaldatum_apk","datum_tenaamstelling","bruto_bpm","inrichting","aantal_zitplaatsen","eerste_kleur","tweede_kleur","aantal_cilinders","cilinderinhoud","massa_ledig_voertuig","toegestane_maximum_massa_voertuig","massa_rijklaar","maximum_massa_trekken_ongeremd","maximum_trekken_massa_geremd","datum_eerste_toelating","datum_eerste_tenaamstelling_in_nederland","wacht_op_keuren","catalogusprijs","wam_verzekerd","maximale_constructiesnelheid","laadvermogen","oplegger_geremd","aanhangwagen_autonoom_geremd","aanhangwagen_middenas_geremd","aantal_staanplaatsen","aantal_deuren","aantal_wielen","afstand_hart_koppeling_tot_achterzijde_voertuig","afstand_voorzijde_voertuig_tot_hart_koppeling","afwijkende_maximum_snelheid","lengte","breedte","europese_voertuigcategorie","europese_voertuigcategorie_toevoeging","europese_uitvoeringcategorie_toevoeging","plaats_chassisnummer","technische_max_massa_voertuig","type","type_gasinstallatie","typegoedkeuringsnummer","variant","uitvoering","volgnummer_wijziging_eu_typegoedkeuring","vermogen_massarijklaar","wielbasis","export_indicator","openstaande_terugroepactie_indicator","vervaldatum_tachograaf","taxi_indicator","maximum_massa_samenstelling","aantal_rolstoelplaatsen","maximum_ondersteunende_snelheid","jaar_laatste_registratie_tellerstand","tellerstandoordeel","code_toelichting_tellerstandoordeel","tenaamstellen_mogelijk","vervaldatum_apk_dt","datum_tenaamstelling_dt","datum_eerste_toelating_dt","datum_eerste_tenaamstelling_in_nederland_dt","vervaldatum_tachograaf_dt","maximum_last_onder_de_vooras_sen_tezamen_koppeling","type_remsysteem_voertuig_code","rupsonderstelconfiguratiecode","wielbasis_voertuig_minimum","wielbasis_voertuig_maximum","lengte_voertuig_minimum","lengte_voertuig_maximum","breedte_voertuig_minimum","breedte_voertuig_maximum","hoogte_voertuig","hoogte_voertuig_minimum","hoogte_voertuig_maximum","massa_bedrijfsklaar_minimaal","massa_bedrijfsklaar_maximaal","technisch_toelaatbaar_massa_koppelpunt","maximum_massa_technisch_maximaal","maximum_massa_technisch_minimaal","subcategorie_nederland","verticale_belasting_koppelpunt_getrokken_voertuig","zuinigheidsclassificatie","registratie_datum_goedkeuring_afschrijvingsmoment_bpm","registratie_datum_goedkeuring_afschrijvingsmoment_bpm_dt","api_gekentekende_voertuigen_assen","api_gekentekende_voertuigen_brandstof","api_gekentekende_voertuigen_carrosserie","api_gekentekende_voertuigen_carrosserie_specifiek","api_gekentekende_voertuigen_voertuigklasse"
"G222ZF","Personenauto","MAZDA","MAZDA CX-3","20231220","20200214","8136","stationwagen","5","ROOD","Niet geregistreerd","4","1998","1159","1692","1259","625","1200","20191220","20191220","Geen verstrekking in Open Data","28100","Ja","192",,,,,,"4","4","0","0",,"428","177","M1",,,,"1692","DJ1",,"e1*2007/46*1335*20","6W7","6AW01","0","0.07","257","Nee","Nee",,"Nee","2892","0","0.00","2020","Logisch","00","Ja","2023-12-20T00:00:00.000","2020-02-14T00:00:00.000","2019-12-20T00:00:00.000","2019-12-20T00:00:00.000",,,,,,,,,,,"154",,,,,,,,,,"E",,,"https://opendata.rdw.nl/resource/3huj-srit.json","https://opendata.rdw.nl/resource/8ys7-d773.json","https://opendata.rdw.nl/resource/vezc-m2t6.json","https://opendata.rdw.nl/resource/jhie-znh9.json","https://opendata.rdw.nl/resource/kmfi-hrps.json"
"G222ZG","Personenauto","BMW","320I","20240131","20200131","6789","stationwagen","5","ZWART","Niet geregistreerd","4","1998","1545","2135","1645","750","1600","20200131","20200131","Geen verstrekking in Open Data","52113","Ja","230",,,,,,"4","4","0","0",,"471","183","M1",,,,"2135","G3K",,"e1*2007/46*2017*01","6K31","DAW500K0","0","0.08","285","Nee","Nee",,"Nee","3735","0","0.00","2021","Logisch","00","Ja","2024-01-31T00:00:00.000","2020-01-31T00:00:00.000","2020-01-31T00:00:00.000","2020-01-31T00:00:00.000",,,,,,,,,,,"144",,,,,,,,,,"C",,,"https://opendata.rdw.nl/resource/3huj-srit.json","https://opendata.rdw.nl/resource/8ys7-d773.json","https://opendata.rdw.nl/resource/vezc-m2t6.json","https://opendata.rdw.nl/resource/jhie-znh9.json","https://opendata.rdw.nl/resource/kmfi-hrps.json"
"G222ZH","Personenauto","VOLKSWAGEN","POLO","20240103","20220113","3383","hatchback","5","WIT","Niet geregistreerd","3","999","1020","1590","1120","560","800","20200103","20200103","Geen verstrekking in Open Data","19196","Ja","171",,,,,,"5","4","0","0",,"405","175","M1",,,,"1590","AW",,"e1*2007/46*1783*16","ABDSGB","FM5FM5DF010N2VR24BF1BA0","0","0.05","255","Nee","Nee",,"Nee","2390","0","0.00","2022","Logisch","00","Ja","2024-01-03T00:00:00.000","2022-01-13T00:00:00.000","2020-01-03T00:00:00.000","2020-01-03T00:00:00.000",,,,,,,,,,,"143",,,,,,,,,,"B",,,"https://opendata.rdw.nl/resource/3huj-srit.json","https://opendata.rdw.nl/resource/8ys7-d773.json","https://opendata.rdw.nl/resource/vezc-m2t6.json","https://opendata.rdw.nl/resource/jhie-znh9.json","https://opendata.rdw.nl/resource/kmfi-hrps.json"
"G222ZJ","Personenauto","OPEL","CORSA","20230912","20210520","4586","MPV","5","GRIJS","Niet geregistreerd","4","1229","1059","1605","1159","500","850","20100114","20191218","Geen verstrekking in Open Data","24816","Ja","168",,,,,,"4","4","0","0",,"0","174","M1",,,,"1605","S-D",,"e1*2001/116*0379*09","KB11","1A16A77ADA5","0","0.05","251","Nee","Nee",,"Nee","2455","0",,"2022","Geen oordeel","05","Ja","2023-09-12T00:00:00.000","2021-05-20T00:00:00.000","2010-01-14T00:00:00.000","2019-12-18T00:00:00.000",,,,,,,,,,,"149",,,,,,,,,,"C",,,"https://opendata.rdw.nl/resource/3huj-srit.json","https://opendata.rdw.nl/resource/8ys7-d773.json","https://opendata.rdw.nl/resource/vezc-m2t6.json","https://opendata.rdw.nl/resource/jhie-znh9.json","https://opendata.rdw.nl/resource/kmfi-hrps.json"
"G222ZK","Personenauto","PEUGEOT","108","20231224","20200129","1342","hatchback","4","GRIJS","Niet geregistreerd","3","998","815","1240","915",,,"20191224","20191224","Geen verstrekking in Open Data","15005","Ja","160",,,,,,"4","4",,,,"348","162","M1",,,,"1240","P",,"e6*2007/46*0350*01","S","CFB5-H1B000","0","0.06","234","Nee","Nee",,"Nee",,,,"2020","Logisch","00","Ja","2023-12-24T00:00:00.000","2020-01-29T00:00:00.000","2019-12-24T00:00:00.000","2019-12-24T00:00:00.000",,,,,,,,,,,"146",,,,,,,,,,,,,"https://opendata.rdw.nl/resource/3huj-srit.json","https://opendata.rdw.nl/resource/8ys7-d773.json","https://opendata.rdw.nl/resource/vezc-m2t6.json","https://opendata.rdw.nl/resource/jhie-znh9.json","https://opendata.rdw.nl/resource/kmfi-hrps.json"
"G222ZL","Personenauto","AUDI","A4 AVANT","20240103","20200103","6134","stationwagen","5","GRIJS","Niet geregistreerd","4","1984","1475","2100","1575","750","1500","20200103","20200103","Geen verstrekking in Open Data","46686","Ja","210",,,,,,"4","4","0","0",,"476","185","M1",,,,"2100","B8",,"e1*2001/116*0430*65","A2DLVBF1","FD7FD7CK003RT011B17S54BFAEM1","0","0.07","283","Nee","Nee",,"Nee","3600","0","0.00","2021","Logisch","00","Ja","2024-01-03T00:00:00.000","2020-01-03T00:00:00.000","2020-01-03T00:00:00.000","2020-01-03T00:00:00.000",,,,,,,,,,,"140",,,,,,,,,,"B",,,"https://opendata.rdw.nl/resource/3huj-srit.json","https://opendata.rdw.nl/resource/8ys7-d773.json","https://opendata.rdw.nl/resource/vezc-m2t6.json","https://opendata.rdw.nl/resource/jhie-znh9.json","https://opendata.rdw.nl/resource/kmfi-hrps.json"
"G222ZN","Personenauto","BMW","218I ACTIVE TOURER","20240131","20200131","4824","stationwagen","5","ZWART","Niet geregistreerd","3","1499","1365","1945","1465","695","1300","20200131","20200131","Geen verstrekking in Open Data","45555","Ja","205",,,,,,"4","4","0","0",,"435","180","M1",,,,"1945","F2AT",,"e1*2007/46*1675*08","6S11","DAW500K0","0","0.07","267","Nee","Nee",,"Nee","3245","0","0.00","2021","Logisch","00","Ja","2024-01-31T00:00:00.000","2020-01-31T00:00:00.000","2020-01-31T00:00:00.000","2020-01-31T00:00:00.000",,,,,,,,,,,"156",,,,,,,,,,"C",,,"https://opendata.rdw.nl/resource/3huj-srit.json","https://opendata.rdw.nl/resource/8ys7-d773.json","https://opendata.rdw.nl/resource/vezc-m2t6.json","https://opendata.rdw.nl/resource/jhie-znh9.json","https://opendata.rdw.nl/resource/kmfi-hrps.json"
"G222ZP","Personenauto","TESLA","MODEL 3","20231220","20220531",,"sedan","5","WIT","Niet geregistreerd",,,"1701","2180","1801",,,"20191220","20191220","Geen verstrekking in Open Data","54100","Ja","225",,,,,,"4","4","0","0",,"469","185","M1",,,,"2180","003",,"e4*2007/46*1293*06","E3R","BB1N","0","0.06","288","Nee","Ja",,"Nee","0","0","0.00","2022","Logisch","00","Ja","2023-12-20T00:00:00.000","2022-05-31T00:00:00.000","2019-12-20T00:00:00.000","2019-12-20T00:00:00.000",,,,,,,,,,,"144",,,,,,,,,,,,,"https://opendata.rdw.nl/resource/3huj-srit.json","https://opendata.rdw.nl/resource/8ys7-d773.json","https://opendata.rdw.nl/resource/vezc-m2t6.json","https://opendata.rdw.nl/resource/jhie-znh9.json","https://opendata.rdw.nl/resource/kmfi-hrps.json"
"G222ZR","Personenauto","VOLKSWAGEN","GOLF","20231230","20200124",,"stationwagen","5","GRIJS","Niet geregistreerd",,,"1515","2020","1615",,,"20191230","20191230","Geen verstrekking in Open Data","44586","Ja","150",,,,,,"5","4","0","0",,"427","180","M1",,,,"2020","AU",,"e1*2007/46*0623*42","GAC4EBSAX0","FA1FA1MD001E0GAON1ML1BVR0NA","0","0.06","263","Nee","Nee",,"Nee","0","0","0.00","2022","Logisch","00","Ja","2023-12-30T00:00:00.000","2020-01-24T00:00:00.000","2019-12-30T00:00:00.000","2019-12-30T00:00:00.000",,,,,,,,,,,"145",,,,,,,,,,,,,"https://opendata.rdw.nl/resource/3huj-srit.json","https://opendata.rdw.nl/resource/8ys7-d773.json","https://opendata.rdw.nl/resource/vezc-m2t6.json","https://opendata.rdw.nl/resource/jhie-znh9.json","https://opendata.rdw.nl/resource/kmfi-hrps.json"
"G222ZS","Personenauto","NISSAN","NISSAN LEAF 62KWH","20231230","20191230",,"MPV","5","ZWART","Niet geregistreerd",,,"1656","2140","1756",,,"20191230","20191230","Geen verstrekking in Open Data","47851","Ja","157",,,,,,"4","4","0","0",,"449","179","M1",,,,"2140","ZE1",,"e9*2007/46*6537*01","A","A03","0","0.05","270","Nee","Nee",,"Nee","0","0","0.00","2019","Logisch","00","Ja","2023-12-30T00:00:00.000","2019-12-30T00:00:00.000","2019-12-30T00:00:00.000","2019-12-30T00:00:00.000",,,,,,,,,,,"154",,,,,,,,,,,,,"https://opendata.rdw.nl/resource/3huj-srit.json","https://opendata.rdw.nl/resource/8ys7-d773.json","https://opendata.rdw.nl/resource/vezc-m2t6.json","https://opendata.rdw.nl/resource/jhie-znh9.json","https://opendata.rdw.nl/resource/kmfi-hrps.json"
"G222ZT","Personenauto","FORD","FOCUS","20240120","20200120","2859","stationwagen","5","GRIJS","Niet geregistreerd","3","999","1283","1925","1383","690","1000","20200120","20200120","Geen verstrekking in Open Data","29181","Ja","198",,,,,,"4","4","0","0",,"469","184","M1",,,,"1925","DEH",,"e13*2007/46*1911*06","B7DA1PX","5APBH6AQBBT","0","0.07","270","Nee","Nee",,"Nee","2925","0","0.00","2022","Logisch","00","Ja","2024-01-20T00:00:00.000","2020-01-20T00:00:00.000","2020-01-20T00:00:00.000","2020-01-20T00:00:00.000",,,,,,,,,,,"155",,,,,,,,,,"A",,,"https://opendata.rdw.nl/resource/3huj-srit.json","https://opendata.rdw.nl/resource/8ys7-d773.json","https://opendata.rdw.nl/resource/vezc-m2t6.json","https://opendata.rdw.nl/resource/jhie-znh9.json","https://opendata.rdw.nl/resource/kmfi-hrps.json"
"G222ZV","Personenauto","MERCEDES-BENZ","B 200","20231224","20210303","6265","stationwagen","5","ZWART","Niet geregistreerd","4","1332","1310","1960","1410","705","1600","20191224","20191224","Geen verstrekking in Open Data","42923","Ja","223",,,,,,"5","4","0","0",,"443","180","M1",,,,"1960","F2B",,"e1*2007/46*1909*03","O0H7T2","FZAA150A","0","0.09","273","Nee","Nee",,"Nee","3645","0","0.00","2022","Logisch","00","Ja","2023-12-24T00:00:00.000","2021-03-03T00:00:00.000","2019-12-24T00:00:00.000","2019-12-24T00:00:00.000",,,,,,,,,,,"158",,,,,,,,,,,,,"https://opendata.rdw.nl/resource/3huj-srit.json","https://opendata.rdw.nl/resource/8ys7-d773.json","https://opendata.rdw.nl/resource/vezc-m2t6.json","https://opendata.rdw.nl/resource/jhie-znh9.json","https://opendata.rdw.nl/resource/kmfi-hrps.json"
"G222ZX","Personenauto","VOLVO","XC60","20230123","20200123","12409","stationwagen","5","ZWART","Niet geregistreerd","4","1969","1691","2390","1791","750","2300","20200123","20200123","Geen verstrekking in Open Data","69354","Ja","205",,,,,,"5","4","0","0",,"469","190","M1",,,,"2390","U",,"e4*2007/46*1220*07","UZA8","UZA8VDP?","0","0.08","287","Nee","Nee",,"Nee","4690","0","0.00","2020","Logisch","00","Ja","2023-01-23T00:00:00.000","2020-01-23T00:00:00.000","2020-01-23T00:00:00.000","2020-01-23T00:00:00.000",,,,,,,,,,,"164",,,,,,,,,,"D",,,"https://opendata.rdw.nl/resource/3huj-srit.json","https://opendata.rdw.nl/resource/8ys7-d773.json","https://opendata.rdw.nl/resource/vezc-m2t6.json","https://opendata.rdw.nl/resource/jhie-znh9.json","https://opendata.rdw.nl/resource/kmfi-hrps.json"
"G222ZZ","Personenauto","PEUGEOT","108","20231224","20200313","1342","hatchback","4","GRIJS","Niet geregistreerd","3","998","815","1240","915",,,"20191224","20191224","Geen verstrekking in Open Data","14054","Ja","160",,,,,,"4","4",,,,"348","162","M1",,,,"1240","P",,"e6*2007/46*0350*01","S","CFB5-H1B000","0","0.06","234","Nee","Nee",,"Nee",,,,"2020","Logisch","00","Ja","2023-12-24T00:00:00.000","2020-03-13T00:00:00.000","2019-12-24T00:00:00.000","2019-12-24T00:00:00.000",,,,,,,,,,,"146",,,,,,,,,,,,,"https://opendata.rdw.nl/resource/3huj-srit.json","https://opendata.rdw.nl/resource/8ys7-d773.json","https://opendata.rdw.nl/resource/vezc-m2t6.json","https://opendata.rdw.nl/resource/jhie-znh9.json","https://opendata.rdw.nl/resource/kmfi-hrps.json"
"G223BB","Personenauto","OPEL","CROSSLAND X","20230827","20201026","3252","MPV","5","BLAUW","Niet geregistreerd","3","1199","1134","1780","1234","600","840","20190827","20190827","Geen verstrekking in Open Data","27547","Ja","187",,,,,,"5","4","0","0",,"421","0","M1",,,,"1780","P7 MONOCAB C",,"e4*2007/46*1194*07","EA025CC12","BA1VADPH025","0","0.07","260","Nee","Nee",,"Nee","2620","0","0.00","2021","Logisch","00","Ja","2023-08-27T00:00:00.000","2020-10-26T00:00:00.000","2019-08-27T00:00:00.000","2019-08-27T00:00:00.000",,,,,,,,,,,,,,,,,,,,,,,,"https://opendata.rdw.nl/resource/3huj-srit.json","https://opendata.rdw.nl/resource/8ys7-d773.json","https://opendata.rdw.nl/resource/vezc-m2t6.json","https://opendata.rdw.nl/resource/jhie-znh9.json","https://opendata.rdw.nl/resource/kmfi-hrps.json"
"G223BF","Personenauto","MERCEDES-BENZ","A 180","20230830","20190830","5872","stationwagen","5","ZWART","Niet geregistreerd","4","1332","1265","1880","1365","680","1400","20190830","20190830","Geen verstrekking in Open Data","40841","Ja","215",,,,,,"5","4","0","0",,"0","0","M1",,,,"1880","F2A",,"e1*2007/46*1829*06","X2H9T2","FZAA150A","0","0.07","273","Nee","Nee",,"Nee","3360","0","0.00","2021","Logisch","00","Ja","2023-08-30T00:00:00.000","2019-08-30T00:00:00.000","2019-08-30T00:00:00.000","2019-08-30T00:00:00.000",,,,,,,,,,,,,,,,,,,,,,,,"https://opendata.rdw.nl/resource/3huj-srit.json","https://opendata.rdw.nl/resource/8ys7-d773.json","https://opendata.rdw.nl/resource/vezc-m2t6.json","https://opendata.rdw.nl/resource/jhie-znh9.json","https://opendata.rdw.nl/resource/kmfi-hrps.json"
"G223BG","Personenauto","BMW","420I","20231014","20221001","7182","sedan","5","GRIJS","Niet geregistreerd","4","1998","1515","2100","1615","695","1500","20191014","20191014","Geen verstrekking in Open Data","58546","Ja","236",,,,,,"4","4","0","0",,"464","0","M1",,,,"2100","3C",,"e1*2007/46*0316*22","4H31","DAW500L0","0","0.08","281","Nee","Nee",,"Nee","3600","0","0.00","2022","Logisch","00","Ja","2023-10-14T00:00:00.000","2022-10-01T00:00:00.000","2019-10-14T00:00:00.000","2019-10-14T00:00:00.000",,,,,,,,,,,,,,,,,,,,,,,,"https://opendata.rdw.nl/resource/3huj-srit.json","https://opendata.rdw.nl/resource/8ys7-d773.json","https://opendata.rdw.nl/resource/vezc-m2t6.json","https://opendata.rdw.nl/resource/jhie-znh9.json","https://opendata.rdw.nl/resource/kmfi-hrps.json"
"G223BH","Personenauto","RENAULT","SCENIC","20221221","20190928","3881","hatchback","5","GRIJS","Niet geregistreerd","4","1332","1428","2043","1528","750","1800","20181221","20190928","Geen verstrekking in Open Data","36537","Ja","201",,,,,,"5","4","0","0",,"441","187","M1",,,,"2043","RFA",,"e2*2007/46*0574*09","JF2","NBBTA0C15000","0","0.07","273","Nee","Nee",,"Nee","3543","0","0.00","2019","Geen oordeel","05","Ja","2022-12-21T00:00:00.000","2019-09-28T00:00:00.000","2018-12-21T00:00:00.000","2019-09-28T00:00:00.000",,,,,,,,,,,"165",,,,,,,,,,,,,"https://opendata.rdw.nl/resource/3huj-srit.json","https://opendata.rdw.nl/resource/8ys7-d773.json","https://opendata.rdw.nl/resource/vezc-m2t6.json","https://opendata.rdw.nl/resource/jhie-znh9.json","https://opendata.rdw.nl/resource/kmfi-hrps.json"
"G223BJ","Personenauto","KIA","PICANTO","20230830","20190830","2728","MPV","4","WIT","Niet geregistreerd","3","998","830","1300","930",,,"20190830","20190830","Geen verstrekking in Open Data","15015","Ja","161",,,,,,"5","4",,,,,,"M1",,,,"1300","JA",,"e11*2007/46*3848*03","F4P21","M53BZ1","0","0.05","240","Nee","Nee",,"Nee",,,,"2021","Logisch","00","Ja","2023-08-30T00:00:00.000","2019-08-30T00:00:00.000","2019-08-30T00:00:00.000","2019-08-30T00:00:00.000",,,,,,,,,,,,,,,,,,,,,,,,"https://opendata.rdw.nl/resource/3huj-srit.json","https://opendata.rdw.nl/resource/8ys7-d773.json","https://opendata.rdw.nl/resource/vezc-m2t6.json","https://opendata.rdw.nl/resource/jhie-znh9.json","https://opendata.rdw.nl/resource/kmfi-hrps.json"
"G223BK","Personenauto","BMW","525I","20231004","20200307","14546","stationwagen","5","GRIJS","Niet geregistreerd","6","2494","1610","2235","1710","750","1900","20020103","20191005","Geen verstrekking in Open Data",,"Ja","229",,,,,,"4","4",,,,,,"M1",,,"r. schroefveerkoker motorruimte","2235","5/D",,,,,,"0.08","282","Nee","Nee",,"Nee",,,,"2022","Geen oordeel","05","Ja","2023-10-04T00:00:00.000","2020-03-07T00:00:00.000","2002-01-03T00:00:00.000","2019-10-05T00:00:00.000",,,,,,,,,,,,,,,,,,,,,,,,"https://opendata.rdw.nl/resource/3huj-srit.json","https://opendata.rdw.nl/resource/8ys7-d773.json","https://opendata.rdw.nl/resource/vezc-m2t6.json","https://opendata.rdw.nl/resource/jhie-znh9.json","https://opendata.rdw.nl/resource/kmfi-hrps.json"
"G223BL","Personenauto","VOLKSWAGEN","T-ROC","20230830","20190830","6134","stationwagen","5","GRIJS","Niet geregistreerd","4","1498","1250","1860","1350","670","1500","20190830","20190830","Geen verstrekking in Open Data","37623","Ja","205",,,,,,"5","4","0","0",,"0","0","M1",,,,"1860","A1",,"e13*2007/46*1845*08","DADAX0AC4","FD7FD7CW0027CP1CB","0","0.08","259","Nee","Nee",,"Nee","3360","0","0.00","2019","Logisch","00","Ja","2023-08-30T00:00:00.000","2019-08-30T00:00:00.000","2019-08-30T00:00:00.000","2019-08-30T00:00:00.000",,,,,,,,,,,,,,,,,,,,,,,,"https://opendata.rdw.nl/resource/3huj-srit.json","https://opendata.rdw.nl/resource/8ys7-d773.json","https://opendata.rdw.nl/resource/vezc-m2t6.json","https://opendata.rdw.nl/resource/jhie-znh9.json","https://opendata.rdw.nl/resource/kmfi-hrps.json"
"G223BN","Personenauto","KIA","RIO","20230619","20191217","1126","hatchback","5","GRIJS","Niet geregistreerd","4","1248","1010","1560","1110","450","910","20170619","20190827","Geen verstrekking in Open Data","17985","Ja","173",,,,,,"5","4","0","0",,"407","173","M1",,,,"1560","YB",,"e11*2007/46*3777*00","B5P31","M53BZ1","0","0.06","258","Nee","Nee",,"Nee","2470","0","0.00","2022","Geen oordeel","05","Ja","2023-06-19T00:00:00.000","2019-12-17T00:00:00.000","2017-06-19T00:00:00.000","2019-08-27T00:00:00.000",,,,,,,,,,,,,,,,,,,,,"C",,,"https://opendata.rdw.nl/resource/3huj-srit.json","https://opendata.rdw.nl/resource/8ys7-d773.json","https://opendata.rdw.nl/resource/vezc-m2t6.json","https://opendata.rdw.nl/resource/jhie-znh9.json","https://opendata.rdw.nl/resource/kmfi-hrps.json"
"G223BP","Personenauto","VOLKSWAGEN","POLO","20230826","20201223","3121","hatchback","5","WIT","Niet geregistreerd","3","999","1045","1610","1145","570","1000","20190826","20190826","Geen verstrekking in Open Data","19964","Ja","187",,,,,,"5","4","0","0",,"0","0","M1",,,,"1610","AW",,"e1*2007/46*1783*11","ABDKLA","FM5FM5DF002N2VR27CP1BA","0","0.06","255","Nee","Nee",,"Nee","2610","0","0.00","2021","Logisch","00","Ja","2023-08-26T00:00:00.000","2020-12-23T00:00:00.000","2019-08-26T00:00:00.000","2019-08-26T00:00:00.000",,,,,,,,,,,,,,,,,,,,,,,,"https://opendata.rdw.nl/resource/3huj-srit.json","https://opendata.rdw.nl/resource/8ys7-d773.json","https://opendata.rdw.nl/resource/vezc-m2t6.json","https://opendata.rdw.nl/resource/jhie-znh9.json","https://opendata.rdw.nl/resource/kmfi-hrps.json"
"G223BR","Personenauto","VOLKSWAGEN","POLO","20230830","20190830","3121","hatchback","5","GRIJS","Niet geregistreerd","3","999","1045","1610","1145","570","1000","20190830","20190830","Geen verstrekking in Open Data","19928","Ja","187",,,,,,"5","4","0","0",,"0","0","M1",,,,"1610","AW",,"e1*2007/46*1783*13","ABDKLA","FM5FM5DF002N2VR27CP1BA","0","0.06","255","Nee","Nee",,"Nee","2610","0","0.00","2022","Logisch","00","Ja","2023-08-30T00:00:00.000","2019-08-30T00:00:00.000","2019-08-30T00:00:00.000","2019-08-30T00:00:00.000",,,,,,,,,,,,,,,,,,,,,,,,"https://opendata.rdw.nl/resource/3huj-srit.json","https://opendata.rdw.nl/resource/8ys7-d773.json","https://opendata.rdw.nl/resource/vezc-m2t6.json","https://opendata.rdw.nl/resource/jhie-znh9.json","https://opendata.rdw.nl/resource/kmfi-hrps.json"
"G223BS","Personenauto","VOLKSWAGEN","GOLF","20230831","20190829","8240","stationwagen","5","GRIJS","Niet geregistreerd","4","1598","1320","1970","1420","710","1500","20190829","20190829","Geen verstrekking in Open Data","33537","Ja","200",,,,,,"5","4","0","0",,"0","0","M1",,,,"1970","AUV",,"e1*2007/46*0627*36","VACDGTEX0","FD7FD7CW002N7CPON1VL1CVR2A","0","0.06","262","Nee","Nee",,"Nee","3485","0","0.00","2022","Logisch","00","Ja","2023-08-31T00:00:00.000","2019-08-29T00:00:00.000","2019-08-29T00:00:00.000","2019-08-29T00:00:00.000",,,,,,,,,,,,,,,,,,,,,,,,"https://opendata.rdw.nl/resource/3huj-srit.json","https://opendata.rdw.nl/resource/8ys7-d773.json","https://opendata.rdw.nl/resource/vezc-m2t6.json","https://opendata.rdw.nl/resource/jhie-znh9.json","https://opendata.rdw.nl/resource/kmfi-hrps.json"
"G223BT","Personenauto","RENAULT","MEGANE","20230827","20191230","4431","hatchback","5","ZWART","Niet geregistreerd","4","1332","1180","1804","1280","640","1650","20190827","20190827","Geen verstrekking in Open Data","26265","Ja","201",,,,,,"5","4","0","0",,"436","0","M1",,,,"1804","RFB",,"e2*2007/46*0546*09","BF2","NB662A010000","0","0.08","267","Nee","Nee",,"Nee","3454","0","0.00","2022","Logisch","00","Ja","2023-08-27T00:00:00.000","2019-12-30T00:00:00.000","2019-08-27T00:00:00.000","2019-08-27T00:00:00.000",,,,,,,,,,,,,,,,,,,,,"B",,,"https://opendata.rdw.nl/resource/3huj-srit.json","https://opendata.rdw.nl/resource/8ys7-d773.json","https://opendata.rdw.nl/resource/vezc-m2t6.json","https://opendata.rdw.nl/resource/jhie-znh9.json","https://opendata.rdw.nl/resource/kmfi-hrps.json"
"G223BV","Personenauto","VOLVO","V60","20230831","20190831","10214","stationwagen","5","WIT","Niet geregistreerd","4","1969","1652","2280","1752","750","2000","20190831","20190831","Geen verstrekking in Open Data","57889","Ja","220",,,,,,"5","4","0","0",,"476","0","M1",,,,"2280","Z",,"e4*2007/46*1315*06","ZWA8","ZWA8VD0?","0","0.08","287","Nee","Nee",,"Nee","4280","0","0.00","2022","Logisch","00","Ja","2023-08-31T00:00:00.000","2019-08-31T00:00:00.000","2019-08-31T00:00:00.000","2019-08-31T00:00:00.000",,,,,,,,,,,,,,,,,,,,,"D",,,"https://opendata.rdw.nl/resource/3huj-srit.json","https://opendata.rdw.nl/resource/8ys7-d773.json","https://opendata.rdw.nl/resource/vezc-m2t6.json","https://opendata.rdw.nl/resource/jhie-znh9.json","https://opendata.rdw.nl/resource/kmfi-hrps.json"
"G223BZ","Personenauto","SEAT","IBIZA","20230210","20200211","764","MPV","5","ZWART","Niet geregistreerd","4","1197","990","1580","1090","540","1200","20140225","20200211","Geen verstrekking in Open Data","19869","Ja","190",,,,,,"4","4","0","0",,"0","169","M1",,,,"1580","6J",,"e9*2001/116*0067*26","SCCBZBX0","SGNFM52T1067MJGI","0","0.07","247","Nee","Nee",,"Nee","2780","0","0.00","2022","Geen oordeel","05","Ja","2023-02-10T00:00:00.000","2020-02-11T00:00:00.000","2014-02-25T00:00:00.000","2020-02-11T00:00:00.000",,,,,,,,,,,,,,,,,,,,,"C",,,"https://opendata.rdw.nl/resource/3huj-srit.json","https://opendata.rdw.nl/resource/8ys7-d773.json","https://opendata.rdw.nl/resource/vezc-m2t6.json","https://opendata.rdw.nl/resource/jhie-znh9.json","https://opendata.rdw.nl/resource/kmfi-hrps.json"
"G223DB","Personenauto","TOYOTA","TOYOTA COROLLA","20230903","20190903","1222","stationwagen","5","ZWART","Niet geregistreerd","4","1798","1265","1835","1365","450","750","20190903","20190903","Geen verstrekking in Open Data","30835","Ja","180",,,,,,"4","4","0","0",,"0","0","M1",,,,"1835","ZE1HE(EU,M)",,"e6*2007/46*0318*02","ZWE211(W)","ZWE211L-DWXNBW(1C)","0","0.05","270","Nee","Nee",,"Nee","2585","0","0.00","2022","Logisch","00","Ja","2023-09-03T00:00:00.000","2019-09-03T00:00:00.000","2019-09-03T00:00:00.000","2019-09-03T00:00:00.000",,,,,,,,,,,,,,,,,,,,,,,,"https://opendata.rdw.nl/resource/3huj-srit.json","https://opendata.rdw.nl/resource/8ys7-d773.json","https://opendata.rdw.nl/resource/vezc-m2t6.json","https://opendata.rdw.nl/resource/jhie-znh9.json","https://opendata.rdw.nl/resource/kmfi-hrps.json"
